Title,Article,Summary,Statement,True statement
Jeffrey Solow,"Jeffrey Solow (born January 3, 1949) is an American cellist.


== Biography ==
Born in Los Angeles, Solow began cello lessons at the age of 7 with Gregory Aller, the grandfather of Leonard Slatkin, and had further studies with Gabor Rejto. He studied with and was assistant to Gregor Piatigorsky while pursuing a degree in Philosophy at the University of California, Los Angeles. In 1969 he won the Young Concert Artists International Auditions which led to his New York City recital debut at Carnegie Recital Hall. Since then he has appeared as a soloist with many orchestras including the Los Angeles Philharmonic, the Japan Philharmonic, the Seattle Symphony, the Milwaukee Symphony, the Los Angeles Chamber Orchestra and the American Symphony Orchestra, the latter of which he has also recorded with. Two of his recordings were nominated for Grammy Awards and he has made recordings on the Columbia Records, ABC Records, Centaur Records, Delos Records, Kleos Records, Everest Records and Telefunken music labels.Solow has also worked actively as a chamber musician and is a former member of The Amadeus Trio as well as the American Chamber Players. He has performed as a chamber musician at music festivals including the Spoleto Festival, the Newport Music Festival, the Santa Fe Chamber Music Festival, the Sitka Summer Music Festival, the Summit Music Festival, the Montecito Music Festival, the Park City International Music Festival and the Marlboro Festival. He also spent eight summers teaching cello and chamber music at the Chautauqua Institute in New York.


== References ==


== External links ==
Official Website of Jeffrey Solow","Jeffrey Solow (born January 3, 1949) is an American cellist.


 == Biography ==
Born in Los Angeles, Solow began cello lessons at the age of 7 with Gregory Aller, the grandfather of Leonard Slatkin, and had further studies with Gabor Rejto. He studied with and was assistant to Gregor Piatigorsky while pursuing a degree in Philosophy at the University of California, Los Angeles.",Jeffrey Solow began cello lessons at age 7.,1
Magelhaens (lunar crater),"Magelhaens is a lunar impact crater that lies along the southwestern edge of the Mare Fecunditatis, in the eastern part of the Moon's near side. It was named after 16th-century Portuguese explorer Ferdinand Magellan. It lies to the south-southwest of the crater Goclenius, about midway between Gutenberg to the northwest and Colombo to the southeast.
This crater has a somewhat slender and uneven outer rim that is only roughly circular. The slightly smaller satellite crater Magelhaens A is attached to the southeastern rim. Within the inner walls of Magelhaens, the interior floor has been resurfaced by basaltic lava, matching the same dark appearance as the lunar mare to the northeast. This floor is level and almost featureless.


== Satellite craters ==
By convention these features are identified on lunar maps by placing the letter on the side of the crater midpoint that is closest to Magelhaens.


== See also ==
List of craters on the Moon


== References ==


== External links ==
 Media related to Magelhaens (crater) at Wikimedia Commons","Magelhaens is a lunar impact crater that lies along the southwestern edge of the Mare Fecunditatis, in the eastern part of the Moon's near side. It was named after 16th-century Portuguese explorer Ferdinand Magellan. It lies to the south-southwest of the crater Goclenius, about midway between Gutenberg to the northwest and Colombo to the southeast.
 This crater has a somewhat slender and uneven outer rim that is only roughly circular.",Magelhaens has a slender and uneven rim.,1
Radivoje Ostojić,"Radivoje Ostojić (Serbian Cyrillic: Радивоје Остојић) was a Yugoslav basketball player.


== Playing career ==
During his playing career in the late 1940 and 1950s, Ostojić was on Belgrade-based teams Metalac and Crvena zvezda of the Yugoslav Federal League. During his stint with Crvena zvezda he won two Yugoslav Championships.


== Career achievements and awards ==
Yugoslav League champion: 2 (with Crvena zvezda: 1954, 1955).


== References ==","Radivoje Ostojić (Serbian Cyrillic: Радивоје Остојић) was a Yugoslav basketball player.


 == Playing career ==
During his playing career in the late 1940 and 1950s, Ostojić was on Belgrade-based teams Metalac and Crvena zvezda of the Yugoslav Federal League. During his stint with Crvena zvezda he won two Yugoslav Championships.


",Radivoje Ostojić won two Yugoslav Championships.,1
Alberta Odell Jones,"Alberta Odell Jones (November 12, 1930 – August 5, 1965) was an African-American attorney and civil rights icon. She was one of the first African-American women to pass the Kentucky bar and the first woman appointed city attorney in Jefferson County. She was murdered by an unknown person.


== Family ==
Jones was born in Louisville, Kentucky on November 12, 1930, to Odell and Sarah (Sadie) Crawford Jones.


== Education ==
Jones graduated from Louisville Central High School in 1948. She then attend Louisville Municipal College (LMC), which later merged with the University of Louisville during desegregation, and majored in accounting.  Jones graduated third in her class. She attended the University of Louisville Law School for one year, transferring to Howard University School of Law for her degree, graduating fourth in her class in 1959. During her time at Howard University, Jones served on the staff of the Howard Law journal and worked as a student counselor. Upon graduating, she had several interviews in Washington and Senator John Sherman Cooper offered his office as a study space for the bar exam.


== Career and activism ==
In 1959, upon admission to the Kentucky bar the same year she received her law degree, Jones became Kentucky's first practicing African American female attorney. The day after receiving the notification that she had passed the bar, Jones had already accepted her first case. As she explained to the Courier Journal, ""This girl I know asked me four years ago - when she separated from her husband - to handle her divorce. I promised I would if I made the grade.""In 1960, She eventually took on a prominent client early in her career, a young boxer who later changed his name from Cassius Clay to Muhammed Ali, introducing him to trainer Archie Moore of California. She was appointed in February 1965 to the Louisville Domestic Relations Court, where she was a prosecutor.


=== Activism ===
Jones was active in the civil rights movement, taking part in protest marches in Louisville and attending the March on Washington in August 1963. Upon returning from Washington she formed the Independent Voters Association of Louisville and was very involved with the Louisville chapter of the Urban League. She rented voting machines and taught African Americans how to use the machines to vote. She was also active in the National Association for the Advancement of Colored People. Another of her causes was a fundraising effort to pay the medical bills of a young man, James ""Bulky"" Welch, who lost his arms saving his dog trapped under a train, purchasing him prosthetic arms by auctioning a car.


== Unsolved murder ==
On August 5, 1965, Jones was murdered. Her killing was first attributed to drowning and her body was retrieved from the Ohio River. However, her car was found several blocks from the Sherman Minton Bridge with blood inside and a subsequent autopsy determined that she had been subjected to several severe blows to the head before entering the water.Jones' murder was one of six unsolved murders in the area that year. On September 28, 1965, a Courier Journal headline declared ""300 Interviewed in Jones Murder"" and the article announced Police Chief William E. Bindner's plan to increase of police patrols in Louisville's West End. The investigation determined that she had been beaten unconscious with a brick and witnesses recalled seeing a body tossed by three unidentified men from the bridge, where her purse was later found.In 2017, efforts were made to reopen the Jones case and it became a cause célèbre. Detectives involved in the initial investigation were interviewed in the hope that new leads had surfaced over the 52 years since the killing. Professor and attorney Lee Remington, who was doing research for a biography, found clues to the murder and sent a letter to the Louisville police, who agreed to reopen the case. The civil rights division of the Department of Justice also began an investigation. The investigation is funded by a new law, the Emmett Till Unsolved Civil Rights Crime Act, which provides $13.5 million annual funds to the Department of Justice, the Federal Bureau of Investigation, and state and local law enforcement agencies to investigate and prosecute pre-1970 killings. Her killing remains unsolved.


== Legacy ==
In October, 2022, Louisville Central High School presented the first ever Alberta O. Jones award to Laura Rothstein, a retired University of Louisville law professor who helped start the high school's law and government magnet program. The award, which may not be given annually, is said to be intended for ""those who have worked as hard as Jones to make their community a better place.""


== See also ==
List of unsolved murders


== References ==","Alberta Odell Jones (November 12, 1930 – August 5, 1965) was an African-American attorney and civil rights icon. She was one of the first African-American women to pass the Kentucky bar and the first woman appointed city attorney in Jefferson County. She was murdered by an unknown person.


 == Family ==
Jones was born in Louisville, Kentucky on November 12, 1930, to Odell and Sarah (Sadie) Crawford Jones.


","Alberta Odell Jones was born in Louisville, Kentucky.",1
Joe Bulcock,"Joseph Bulcock (April 1879 – 20 April 1918) was an English professional footballer, best remembered for his five years as a right back in the Southern League with Crystal Palace, for whom he made over 140 appearances. Earlier in his career, he played in the Football League for Bury and for a number of non-League clubs. He represented the Southern League XI and the Football Association XI.


== Personal life ==
Bulcock was the youngest of three brothers. After professional football was suspended at the end of the 1914–15 season due to the ongoing First World War, he lived in Llanelli and worked as a plumber's mate. Bulcock enlisted as a private in the Welch Regiment in December 1915 and was sent to the Western Front in September 1917. He was wounded at the Fourth Battle of Ypres and died of wounds to the head at 36th Casualty Clearing Station in Watten, France on 20 April 1918. Bulcock was buried in Haringhe (Bandaghem) Military Cemetery, Belgium.


== Honours ==
Colne

Lancashire Junior Cup: 1905–06


== References ==","Joseph Bulcock (April 1879 – 20 April 1918) was an English professional footballer, best remembered for his five years as a right back in the Southern League with Crystal Palace, for whom he made over 140 appearances. Earlier in his career, he played in the Football League for Bury and for a number of non-League clubs. He represented the Southern League XI and the Football Association XI.


 == Personal life ==
Bulcock was the youngest of three brothers.",Youngest of three brothers.,1
Jan Marcell,"Jan Marcell (born 4 June 1985) is a Czech shot putter and discus thrower.
In the shot put he competed at the 2004 World Junior Championships and the 2010 World Indoor Championships without reaching the final. His personal best put is 20.20 metres, achieved in January 2010 in Prague.In the discus throw he won the silver medal at the 2007 European U23 Championships and competed at the 2008 Olympic Games. His personal best throw is 66.00 metres, achieved in 2011 in Brno.


== Competition record ==


== References ==","Jan Marcell (born 4 June 1985) is a Czech shot putter and discus thrower.
 In the shot put he competed at the 2004 World Junior Championships and the 2010 World Indoor Championships without reaching the final. His personal best put is 20.20 metres, achieved in January 2010 in Prague. In the discus throw he won the silver medal at the 2007 European U23 Championships and competed at the 2008 Olympic Games.",Jan Marcell won the silver medal in discus throw at the 2007 European U23 Championships,1
Bathybuccinum yadai,"Bathybuccinum yadai is a species of sea snail, a marine gastropod mollusc in the family Buccinidae, the true whelks.


== Description ==


== Distribution ==
This marine species occurs off Japan.


== References ==

Fraussen K. & Chino, M., 2009. - The deep-water genera Bathybuccinum and Ovulatibuccinum Golikov & Sirenko, 1988 (Gastropoda: Buccinidae) in Japan and adjacent waters, with description of three new species. Venus 67(3-4): 145-157
Fraussen, K. (2010). Buccinidae checklist. Pers. Com


== External links ==","Bathybuccinum yadai is a species of sea snail, a marine gastropod mollusc in the family Buccinidae, the true whelks.


 == Description ==


== Distribution ==
This marine species occurs off Japan.


 == References ==

Fraussen K. & Chino, M., 2009. -",Bathybuccinum yadai occurs off Japan.,1
Little Beard's Town,"Little Beard's Town, also known as Chenussio (in Seneca) and ""Genesee Castle"", was a powerful Seneca town in the Genesee River Valley near modern Leicester in Livingston County, New York, where Cuylerville stands today.
It surrounded the area that is now Rt. 39, between Geneseo and Cuylerville, New York.  At the time of its destruction by Sullivan, the town was located on the west side of the Genesee River.  Ten years prior, it had been on the east side of the river, as the Seneca villages were generally moved approximately every 10 years.The town was named after its founder, Little Beard, a prominent Seneca sachem in the late 18th century. It was famous for its beautiful surroundings and the productivity of its vegetable gardens, fruit orchards, and fields of corn. It had about 130 houses-- ""finely built log cabins with ample furnishings; some even had glass window panes,"" as well as a large council building, built around a central square. It was located near three other Seneca towns, all of which were destroyed during the Sullivan Expedition in the American Revolutionary War.
The Seneca and three other Iroquois nations fought on the British side during the American Revolutionary War.  Little Beard and his warriors participated in the Cherry Valley massacre and the Boyd and Parker ambush, in which two soldiers were brought to Little Beard's Town and tortured. Subsequently, troops of the Continental Army under Major General John Sullivan attacked Little Beard's Town and other Iroquois settlements in the Genesee and Mohawk valleys, destroying buildings and crops. The residents had to flee.
""Little Beard's Town was burnt by Sullivan-Clinton’s forces on Sept. 14-15, 1779.""One famous resident fled with the Seneca to more secure villages, around Niagara Falls, with three children. This was Mary Jemison, a Scots-Irish immigrant colonist who had been captured by the Seneca at age 15 with her family, most of whom were killed.  She was adopted and married into the tribe, and lived with them all her life.A fictional account of the burning of the town is given in The Scouts of the Valley by Joseph A. Altsheler.""The Men in Sullivans Army were so greatly impressed by the 22 inch long ears of corn, the fine vegetable gardens and the fruit orchards that many determined to return and settle on this land after the war."" The site was reserved as a Seneca reservation in the 1797 Treaty of Big Tree, along with five other parcels on the Genesee River; they sold those parcels to the Ogden Land Company in 1826, a sale that the modern Seneca Nation of Indians does not recognize as valid.In 2004, the 225th Anniversary of the Groveland Ambuscade and the Boyd-Parker Massacre, local historical societies set up a civilian camp for re-enactors at the site of Little Beard’s Town.


== References ==


== External links ==
A Narrative of the Life of Mrs. Mary Jemison, Selections (PDF). National Humanities Center. Mary Jemison's account of the burning of the town","Little Beard's Town, also known as Chenussio (in Seneca) and ""Genesee Castle"", was a powerful Seneca town in the Genesee River Valley near modern Leicester in Livingston County, New York, where Cuylerville stands today.
 It surrounded the area that is now Rt. 39, between Geneseo and Cuylerville, New York.  ",Little Beard's Town was a powerful Seneca town.,1
"Blackness, Dundee","Blackness is an area of the city of Dundee. Broadly, Blackness is located to the north of the city's West End and is centred on the Blackness Road, where a number of small, local shops are located. The presence of the Scouring Burn (now diverted underground) meant that the area was attractive for industrial development in the late eighteenth and early nineteenth centuries, modern steam powered machinery requiring a substantial water supply. Part of Blackness is a conservation area, noted for its ""industrial and social significance ... fine mills [and] narrow cobbled streets"". The Verdant Works is in Blackness.The Brooksbank Centre in Blackness commemorates Mary Brooksbank, local resident, revolutionary and songwriter.


== References ==","Blackness is an area of the city of Dundee. Broadly, Blackness is located to the north of the city's West End and is centred on the Blackness Road, where a number of small, local shops are located. The presence of the Scouring Burn (now diverted underground) meant that the area was attractive for industrial development in the late eighteenth and early nineteenth centuries, modern steam powered machinery requiring a substantial water supply.",Blackness is located to the north of Dundee.,1
Acacia urophylla,"Acacia urophylla, commonly known as pointed leaved acacia, tall-leaved acacia, veined wattle or net-leaved wattle, is a shrub of the genus Acacia and the subgenus Phyllodineae endemic to Western Australia.


== Description ==
The erect slender and open shrub typically grows to a height of 1 to 3 metres (3 to 10 ft). The prominently yellow-ribbed branchlets have pungent and hardened stipules with a length of 2 to 8 millimetres (0.079 to 0.315 in). The thin evergreen phyllodes have an obliquely lanceolate to ovate shape and are usually 5 to 11 centimetres (2.0 to 4.3 in) in length with a width of 1 to 4 cm (0.39 to 1.57 in). They are narrowed at base and have two to four prominent longitudinal nerves on the face. It blooms from May to October and produces cream-yellow flowers. The inflorescences occur as two to five headed racemes, usually with two on each node. The flower heads have a spherical shape and contain 8 to 12 loosely bunched pale yellow or white flowers. After flowering black sub-woody seed pods with a twisted narrowly linear shape that are around 14 cm (5.5 in) in length and 2 to 4 mm (0.079 to 0.157 in) wide. Each pod contains severalglossy dark brown seeds with an oblong to elliptic shape and a length of 3 to 4 mm (0.118 to 0.157 in).The shrub is dieback resistant.


== Taxonomy ==
The species was first formally described by George Bentham in 1841 as part of John Lindley's work Edwards's Botanical Register. It was reclassified in 2003 by Leslie Pedley as Racosperma urophyllum and transferred back into the genus Acacia in 2006. Other synonyms include; Acacia smilacifolia, Acacia smilacifolia var. glaberrima, Acacia smilacifolia var. smilacifolia, Acacia urophylla var. glaberrima and Acacia urophylla var. urophylla.The specific epithet for this species is taken from the Greek words  uro- meaning elongated appendage and phylla meaning leaves referring to the shape of the leaves.A. urophylla belongs to the Acacia myrtifolia group as a result of the flower structure and is most closely related to Acacia scalpelliformis.


== Distribution ==
It is native to an area in from the south of New Norcia in the Wheatbelt, extending south through the Peel and South West to around Augusta and then east to around Walpole in the Great Southern region of Western Australia where it is found in along watercourses and other damp locations growing in lateritic soils. In southwestern areas it is commonly part of the understorey in the Eucalyptus diversicolor forests and can form dense stands after bushfires following fire. In the north it is found less frequently and occurs as disjunct populations along creeks in Eucalyptus marginata forest and woodland communities.


== Cultivation ==
The species is available commercially in seed form. The seeds need to be pre-treated with boiling water or scarified prior to planting. It is used for the rehabilitation of disturbed sites within its native range.


== See also ==
List of Acacia species


== References ==","Acacia urophylla, commonly known as pointed leaved acacia, tall-leaved acacia, veined wattle or net-leaved wattle, is a shrub of the genus Acacia and the subgenus Phyllodineae endemic to Western Australia.


 == Description ==
The erect slender and open shrub typically grows to a height of 1 to 3 metres (3 to 10 ft).",Acacia urophylla grows to 1-3 meters tall.,1
Elizabeth Åsjord Sire,"Elizabeth Åsjord Sire (born 11 November 1995) is a Norwegian politician for the Conservative Party.
She serves as a deputy representative to Jonny Finstad in the Parliament of Norway from Nordland during the term 2017–2021. Hailing from Svolvær, she has been a central board member of the Norwegian Young Conservatives.


== References ==","Elizabeth Åsjord Sire (born 11 November 1995) is a Norwegian politician for the Conservative Party.
 She serves as a deputy representative to Jonny Finstad in the Parliament of Norway from Nordland during the term 2017–2021. Hailing from Svolvær, she has been a central board member of the Norwegian Young Conservatives.


 == References ==",Elizabeth Åsjord Sire is a member of the Conservative Party.,1
Johann Christian Senckenberg,"Johann Christian Senckenberg (28 February 1707 – 15 November 1772)  was a German physician, naturalist and collector. In 1763, he established the Senckenberg Foundation to support natural sciences. This founded the Botanischer Garten der Johann Wolfgang Goethe-Universitat Frankfurt am Main. His name is honoured in the Senckenberg Gesellschaft für Naturforschung (Senckenberg Natural History Society) which he endowed, Frankfurt University Library, and Naturmuseum Senckenberg.


== Life ==
Senckenberg was born on 28 February 1707 in Frankfurt am Main. He was the second oldest son of the Frankfurt city physicus (Physikus primarius, medical officer) Johann Hartmann Senckenberg (1655–1730) and his second wife Anna Margaretha born Raumburger (1682–1740). He attended the municipal school in the former Franciscan mendicant in 1719. When Senckenberg was twelve years old, Senckenberg House was burned down in the Großer Christenbrand, which was the worst fire disaster in Frankfurt until the Second World War. The reconstruction of the house brought the family into financial difficulties. Although Senckenberg was granted a 100 guilders scholarship through the city four years later, his studies were delayed due to the financial situation.
In the meantime, Senckenberg worked as an intern lead doctor (Leitarzt) with the Solms noble family and with Frankfurt doctors Büttner and Grambs. His father instructed him in practical medicine. In 1730 he was able to study medicine at the University of Halle. His teachers in Halle included Friedrich Hoffmann and Georg Ernst Stahl. In July 1731 he had to stop studying in Halle. The deeply religious Senckenberg was impressed by the theologian Johann Konrad Dippel and became involved in theological arguments and refused Eucharist. He had turned away from the state church and was in contact with pietists, inspirational communities and members of the Moravian Church (Herrnhutern). In Halle, he encountered the charitable institutions of August Hermann Francke, including an orphanage and a hospital.
Senckenberg returned to Frankfurt in the spring of 1732 and practised medicine there without a license. After he had suffered from mental problems, his older brother Heinrich Christian Senckenberg helped him in 1737 to obtain his doctorate at the Georg August University of Göttingen. Under the chairmanship of Albrecht von Haller, he dealt in his dissertation with the healing power of the Lily of the valley (De lilii convallium eiusque inprimis Baccae viribus.: ""On the healing power of the berries of the Lily of the valley""). In the following years, Senckenberg became involved as ""Physicus extraordinarius"", from 1755 as ""Physicus ordinarius"" for the health service in Frankfurt.

After the death of his mother in 1740, Senckenberg married the jeweller's daughter (Joh-)Anna Rebecca Riese in 1742. In the same year he resigned the Bürgerid. The two had been neighbours as children and had known each other ever since. On 26 October 1743, Riese died of childbed fever following the birth of their daughter. The daughter Anna Margarethe Senckenberg died in 1745 from meningitis. Senckenberg remarried in 1744. His second wife, Katharina Rebecca von Mettingh, had been a friend of Senckenberg's first wife. She died in 1747, as did a son that was born in June 1747 (tuberculosis). In 1752, Senckenberg had a portrait painted of his cat. In 1754, Senckenberg married a third time. However, the marriage with Antonetta Elisabetha Ruprecht was not good, and from 1756 they lived separately. Ruprecht suffered from cancer. Senckenberg also treated her after the separation, but she died in late 1756.
After the death of his three wives and his children, he decided to make his entire fortune available in a Foundation pro bono publico patriae. Senckenberg called the reason for the Foundation the ""lack of marital heirs"" and his love ""for my fatherland"". The purpose of the Foundation should be the ""better health care of local residents and the care of the poor."" The endowment of 95,000 guilders came partly the legacy of Anna Rebecca, and partly from the fortune he had earned as a doctor.
Senckenberg stated that a ""Collegium medicum"" comprising Frankfurt Protestant physicians were the heirs of the Foundation's assets, and that four city doctors were to be testament executors. Two-thirds of the interest on the Foundation's capital was to be used to promote medicine, although initially it was to be used for the entertainment of the Senckenbergische Wohnhaus, which was equipped with a library and a collection. The remaining third should be used to care for needy doctors and patients. In 1765, Senckenberg increased the Foundation assets to 100,000 guilders. He strongly limited the board of trustees and gave his older brother and his descendants a say in the Foundation's administration. The Foundation became called Senckenbergische Stiftung and took as seal the coat of arms of the Senckenberg family: a burning bush.
Senckenberg already had plans to build a building on the outskirts with garden, laboratory, botanical garden and greenhouse. In 1766, Senckenberg acquired a three-hectare plot of land at Eschenheimer Tor for 23,000 guilders. From 1767 the building became the foundation seat and residential building of Senckenberg. On 9 July 1771, Senckenberg laid the foundation stone for the Frankfurt Bürgerhospital. During an inspection of the building on 15 November 1772, Senckenberg crashed down from the scaffolding of the dome of the hospital and died. On 17 November, he was publicly dissected in the ""Theatrum anatomicum"" donated by him, even though he had refused a dissection in the will. The cause of death was a cervical spine fracture with ascending bleeding in the spinal canal. Senckenberg's nephew, Renatus Karl von Senckenberg, noted in a report on Senckenberg; ""All of Frankfurt regretted his loss"".  On 18 November 1772, Frankfurt surgeons accompanied by Renatus of the Senckenberg Foundation, as well as administration and other mourners, carried the coffin to the Senckenberg tomb at Stiftsgebäude monastery.
Senckenberg kept diaries during his studies. A total of 53 diary volumes and 600 folders with further notes are now in the Frankfurt University Johann Christian Senckenberg Library. There are 40,000 pages in total. Due to the hard-to-read handwriting (a mixture of Frankfurt German, Latin, Greek, French and English), as well as numerous idiosyncratic abbreviations, reading and transcribing these diaries is very difficult. Since 2011, Frankfurt University Library has been working on bringing some 13,000 diary pages from the years 1730 to 1742 into a readable form and making them available online as digital copies.


== References ==

Rudolf Jung [1] in Allgemeine Deutsche Biographie","Johann Christian Senckenberg (28 February 1707 – 15 November 1772)  was a German physician, naturalist and collector. In 1763, he established the Senckenberg Foundation to support natural sciences. This founded the Botanischer Garten der Johann Wolfgang Goethe-Universitat Frankfurt am Main.",Johann Christian Senckenberg established the Senckenberg Foundation.,1
Swimming at the 2012 European Aquatics Championships – Women's 100 metre breaststroke,"The women's 100 metre breaststroke competition of the swimming events at the 2012 European Aquatics Championships took place May 22 and 23. The heats and semifinals took place on May 22, the final on May 23.


== Records ==
Prior to the competition, the existing world, European and championship records were as follows.


== Results ==


=== Heats ===
49 swimmers participated in 7 heats.


=== Semifinals ===
The eight fasters swimmers advanced to the final.


==== Semifinal 1 ====


==== Semifinal 2 ====


=== Final ===
The final was held at 17.52.


== References ==","The women's 100 metre breaststroke competition of the swimming events at the 2012 European Aquatics Championships took place May 22 and 23. The heats and semifinals took place on May 22, the final on May 23.


 == Records ==
Prior to the competition, the existing world, European and championship records were as follows.


 == Results ==


=== Heats ===
49 swimmers participated in 7 heats.


",49 swimmers participated in 7 heats.,1
1993 Baltimore Orioles season,"The 1993 Baltimore Orioles season was the 93rd baseball season in Orioles history. It involved the Orioles finishing tied with the Detroit Tigers for 3rd place in the American League East with a record of 85-77. They also hosted the 1993 Major League Baseball All-Star Game.


== Offseason ==
December 7, 1992: Sherman Obando was drafted by the Orioles from the New York Yankees in the 1992 rule 5 draft.
December 11, 1992: Billy Ripken was released by the Orioles.
December 14, 1992: Scott Coolbaugh was signed as a free agent by the Orioles.


== Regular season ==
The Orioles hosted the 1993 Major League Baseball All-Star Game. It was the 64th playing of the midsummer classic between the all-stars of the American League (AL) and National League (NL) at Oriole Park at Camden Yards. The game resulted in the American League defeating the National League 9–3. Orioles pitcher Mike Mussina was voted onto the All-Star team, but did not pitch in the game due to his injury.
There was a controversial incident towards the end of the game when Mussina chose to warm-up in the bullpen, despite the fact AL manager Cito Gaston had told him prior to the game that he would not pitch during the contest because of his injury issues and in case the game went into extra innings. Orioles fans believed Mussina was warming up in preparation to come in and pitch the ninth inning and when Gaston put Duane Ward in to pitch the ninth inning, the fans at Camden Yards spent the rest of the game booing Gaston very loudly and many chanted the popular slogan saying ""Cito Sucks"" which could be heard years later in Baltimore anytime Baltimore played Toronto. Gaston was never treated well by Baltimore fans for the rest of his managerial career and he was subject to death threats for not pitching Mussina in the game. Many believe Mussina threw on his own as a way of publicly showing up Gaston because he was angry at not pitching in the game.


=== Season standings ===


=== Record vs. opponents ===


=== Notable transactions ===
June 29, 1993: Mike Bielecki was signed as a free agent by the Orioles.
August 15, 1993: Mike Bielecki was released by the Orioles.
September 30, 1993: Scott Coolbaugh was released by the Orioles.


=== Roster ===


== Game log ==


=== Regular season ===


== Player stats ==


=== Batting ===


==== Starters by position ====
Note: Pos = Position; G = Games played; AB = At bats; R = Runs scored; H = Hits; 2B = Doubles; 3B = Triples; HR = Home runs; RBI = Runs batted in; AVG = Batting average; SB = Stolen bases


==== Other batters ====
Note: G = Games played; AB = At bats; R = Runs scored; H = Hits; 2B = Doubles; 3B = Triples; HR = Home runs; RBI = Runs batted in; AVG = Batting average; SB = Stolen bases


=== Pitching ===


==== Starting pitchers ====
Note: W = Wins; L = Losses; ERA = Earned run average; G = Games pitched; GS = Games started; IP = Innings pitched; R = Runs allowed; ER = Earned runs allowed; BB = Walks allowed; K = Strikeouts  


==== Relief pitchers ====
Note: W = Wins; L = Losses; ERA = Earned run average; G = Games pitched; SV = Saves; IP = Innings pitched; R = Runs allowed; ER = Earned runs allowed; BB = Walks allowed; K = Strikeouts  


== Farm system ==


== Notes ==


== References ==
1993 Baltimore Orioles team at Baseball-Reference
1993 Baltimore Orioles season at baseball-almanac.com","The 1993 Baltimore Orioles season was the 93rd baseball season in Orioles history. It involved the Orioles finishing tied with the Detroit Tigers for 3rd place in the American League East with a record of 85-77. They also hosted the 1993 Major League Baseball All-Star Game.


 == Offseason ==
December 7, 1992:",1993 Orioles hosted the All-Star Game.,1
Rząśnia,"Rząśnia [ˈʐɔ̃ɕɲa] is a village in Pajęczno County, Łódź Voivodeship, in central Poland. It is the seat of the gmina (administrative district) called Gmina Rząśnia. It lies approximately 9 kilometres (6 mi) north of Pajęczno and 70 km (43 mi) south-west of the regional capital Łódź.
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		


== References ==","Rząśnia [ˈʐɔ̃ɕɲa] is a village in Pajęczno County, Łódź Voivodeship, in central Poland. It is the seat of the gmina (administrative district) called Gmina Rząśnia.",Rząśnia is a village in Poland.,1
William Herbert Vacher,"William Herbert Vacher (ca.1826 in London – 1899 in Hastings, England) was a prominent British merchant and banker who was a member of the Shanghai Municipal Council, a chairman of the British Chamber of Commerce in Shanghai, founding manager of the London branch of The Hongkong and Shanghai Banking Corporation.


== Biography ==


=== Early years and family ===
William Herbert Vacher was born in 1826 in London. On 17 November 1855 Vacher married Elizabeth (born about 1833) only daughter of Edward King of Shanghai and previously of Brixton, Surrey, at the Holy Trinity Church in Shanghai, China.  Subsequently, Vacher and his wife had seven children, two of whom were born in China.


=== Career ===
From 1844 Vacher was resident in Canton, China. By 1846 Vacher had become a member of the firm of Gilman, Bowman & Co. (Tae-ping), a British hong established by Richard James Gilman and Abram Bowman as a tea trader in 1840, (later Gilman & Co. after the retirement of Bowman). In 1850 Vacher was listed as still resident in Canton.By 1851 Vacher had transferred to Shanghai, where from 9 August he was an authorised representative of Gilman, Bowman, & Co. Vacher was a member of the Shanghai Municipal Council from 1852 to at least 1856, where he was a member of the Committee to study the erection of a new building for the Shanghai Library in 1852, and also a member of Committee II: Assessments of Foreign-owned property. In August 1855 Vacher was still resident in Shanghai. In May 1856 Vacher and Charles Wills (died in Shanghai in 1857) were assigned the assets of bankrupt British merchant Peter Felix Richards (died in China in 1868), which included the lugger-rigged vessel the Margaret Mitchell, and the Richards Hotel and Restaurant.
Vacher was a leading freemason, who was President of the North China Lodge of the United Grand Lodge of England in 1852 and 1855, presided over the first English Mark Masters Lodge of Shanghai on 15 December 1854. By 1859 Vacher was the chairman of the influential Shanghai British Chamber of Commerce.In 1859 Vacher is listed as resident in Ningbo. Vacher's interest in Gilman & Co. ceased on 2 July 1860. Vacher retired as a partner in Gilman & Bowman in 1865.In 1865 Vacher and his family returned to England, where he became the first manager of the London office of the newly established The Hongkong and Shanghai Banking Corporation later that year. In 1873 Vacher was forced to resign when it was discovered that he ""had made disastrous speculations in South American railways, and had lost both on his own and the bank's account"" £81,000.By 1888 Vacher was a member of the Society for Psychical Research (SPR), and living at 54 Addison Mansions, in Kensington.


=== Later years ===
Vacher died at the age of 73 on 23 February 1899 at 44 Cambridge Gardens, Hastings, Sussex, England.


== References ==","William Herbert Vacher (ca.1826 in London – 1899 in Hastings, England) was a prominent British merchant and banker who was a member of the Shanghai Municipal Council, a chairman of the British Chamber of Commerce in Shanghai, founding manager of the London branch of The Hongkong and Shanghai Banking Corporation.


 == Biography ==


=== Early years and family ===
William Herbert Vacher was born in 1826 in London.",William Herbert Vacher was born in London.,1
